MonsterID,PartID,PartName,StateID,Unbalance,UnbalanceMulti,Scar,Fall,FallMulti,WaterAcc,WaterAccMulti,FireAcc,FireAccMulti,ElectricAcc,ElectricAccMulti,DragonAcc,DragonAccMulti,IceAcc,IceAccMulti,NoneAcc,NoneAccMulti,DmgVal1,ProcessLv1,Hammer1,Cut1,Shoot1,Water1,Fire1,Electric1,Dragon1,Ice1,LootSkillLv1,DmgVal2,ProcessLv2,Hammer2,Cut2,Shoot2,Water2,Fire2,Electric2,Dragon2,Ice2,LootSkillLv2,DmgVal3,ProcessLv3,Hammer3,Cut3,Shoot3,Water3,Fire3,Electric3,Dragon3,Ice3,LootSkillLv3,DmgVal4,ProcessLv4,Hammer4,Cut4,Shoot4,Water4,Fire4,Electric4,Dragon4,Ice4,LootSkillLv4,DmgVal5,ProcessLv5,Hammer5,Cut5,Shoot5,Water5,Fire5,Electric5,Dragon5,LootSkillLv5,Ice5
50030,Body,躯干（本体/胴体）,Normal,0.5,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50030,Head,头部,Normal,0.5,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50030,Tail,尾部（尻尾）,Normal,0.5,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50030,LeftLeg,左（前）腿,Normal,0.5,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50030,RightLeg,右（前）腿,Normal,0.5,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50030,LeftBackLeg,左后腿,Normal,0.5,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50030,RightBackLeg,右后腿,Normal,0.5,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50040,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50040,Body,躯干（本体/胴体）,Normal,10,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50041,WholeBody,全身,Normal,0.2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50041,Body,躯干（本体/胴体）,Normal,10,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50042,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50042,Body,躯干（本体/胴体）,Normal,1,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50050,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50050,Body,躯干（本体/胴体）,Normal,0.5,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50051,WholeBody,全身,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50051,Body,躯干（本体/胴体）,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50052,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50052,Body,躯干（本体/胴体）,Normal,1,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50053,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50053,Body,躯干（本体/胴体）,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50054,WholeBody,全身,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50054,Body,躯干（本体/胴体）,Normal,10,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50055,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50055,Body,躯干（本体/胴体）,Normal,0.5,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50056,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50056,Body,躯干（本体/胴体）,Normal,0.5,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50060,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50060,Body,躯干（本体/胴体）,Normal,0.5,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50060,Head,头部,Normal,0.5,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50060,Tail,尾部（尻尾）,Normal,0.5,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50069,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50069,Body,躯干（本体/胴体）,Normal,3,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50069,Head,头部,Normal,3,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50069,Tail,尾部（尻尾）,Normal,3,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50070,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50070,Body,躯干（本体/胴体）,Normal,0.5,1,2,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50070,Head,头部,Normal,0.5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50070,Tail,尾部（尻尾）,Normal,0.5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50080,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50080,Body,躯干（本体/胴体）,Normal,0.5,1,2,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50080,Head,头部,Normal,0.5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50080,Tail,尾部（尻尾）,Normal,0.5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50081,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50081,Body,躯干（本体/胴体）,Normal,0.5,1,2,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50081,Head,头部,Normal,0.5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50081,Tail,尾部（尻尾）,Normal,0.5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50090,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50090,Body,躯干（本体/胴体）,Normal,0.5,1,2,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50090,Head,头部,Normal,0.5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50090,Tail,尾部（尻尾）,Normal,0.5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50100,Body,身体,Normal,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50110,Body,身体,Normal,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50111,Body,身体,Normal,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50120,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50120,Body,躯干（本体/胴体）,Normal,0.6,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50120,Head,头部,Normal,0.6,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50120,Tail,尾部（尻尾）,Normal,0.6,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50120,LeftLeg,左（前）腿,Normal,0.6,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50120,RightLeg,右（前）腿,Normal,0.6,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50120,LeftBackLeg,左后腿,Normal,0.6,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50120,RightBackLeg,右后腿,Normal,0.6,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50121,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50121,Body,躯干（本体/胴体）,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50121,Head,头部,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50121,Tail,尾部（尻尾）,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50121,LeftLeg,左（前）腿,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50121,RightLeg,右（前）腿,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50121,LeftBackLeg,左后腿,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50121,RightBackLeg,右后腿,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50122,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50122,Body,躯干（本体/胴体）,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50122,Head,头部,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50122,Tail,尾部（尻尾）,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50122,LeftLeg,左（前）腿,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50122,RightLeg,右（前）腿,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50122,LeftBackLeg,左后腿,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50122,RightBackLeg,右后腿,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50123,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50123,Body,躯干（本体/胴体）,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50123,Head,头部,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50123,Tail,尾部（尻尾）,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50123,LeftLeg,左（前）腿,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50123,RightLeg,右（前）腿,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50123,LeftBackLeg,左后腿,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50123,RightBackLeg,右后腿,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50124,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50124,Body,躯干（本体/胴体）,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50124,Head,头部,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50124,Tail,尾部（尻尾）,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50124,LeftLeg,左（前）腿,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50124,RightLeg,右（前）腿,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50124,LeftBackLeg,左后腿,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50124,RightBackLeg,右后腿,Normal,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50125,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50125,Body,躯干（本体/胴体）,Normal,1,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50125,Head,头部,Normal,1,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50125,Tail,尾部（尻尾）,Normal,1,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50125,LeftLeg,左（前）腿,Normal,1,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50125,RightLeg,右（前）腿,Normal,1,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50125,LeftBackLeg,左后腿,Normal,1,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50125,RightBackLeg,右后腿,Normal,1,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50130,WholeBody,全身,Normal,,,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50130,Body,躯干（本体/胴体）,Normal,0.5,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50130,Head,头部,Normal,0.5,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50130,Tail,尾部（尻尾）,Normal,0.5,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50130,LeftLeg,左（前）腿,Normal,0.5,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
50130,RightLeg,右（前）腿,Normal,0.5,1,2,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
