MonsterID,Icon,Name,InheritFrom,MonsterType,SpawnAppear,MonsterGroup,EntityName,EntityClass,EntityCustomType,Race,CameraDelayTime,DeathCamera,DeathCameraPoint,InteractCamera,InteractCameraPoint,CatchCamera,CatchCameraPoint,ChangeAreaType,Difficulty,Art Index ID,LootSize,Size,CaptureHPPercent, ExistTime, BB:InitState, BB:MaxHealth, icon, whether it can be stripped, whether it can be captured, critical hit rate, critical hit correction, water attribute correction value, fire attribute correction value, thunder attribute correction value, dragon attribute correction value, ice attribute correction value value, slash correction value, strike correction value, bullet correction value, water attribute accumulation value, fire attribute accumulation value, thunder attribute accumulation value, dragon attribute accumulation value, ice attribute accumulation value, no attribute accumulation value, BodySize, IdleSequenceName, InterestPointType,MaxPower,PowerRecoverySpeed,EmotionAngryTime,AngryDamagePeakRange,AngryDamagePeakValue,EmotionAngryAnimSpeed,xx,SkillSpeed,RegionMaxTime,RegionMinTime,DistBodySize,PreLoadBTOnServer,LootBone,LootOffset,LootRotation,EnableLemonSystem,MinTag,MaxTag,EnterLe monMinHP,EnterLemonMaxHP,LemonTime,LeaveLemonMinHP,LeaveLemonMaxHP,NeedShowEvEDmg, NeedHidePVEDmg,UseCombatNPCAtkModify
50056,,战斗组测试用野猪,,2,1,,M005_BatTest,EmCommon,M005_BatTest,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Run,,,1.3,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50060,50060,蓝速龙,,2,3,,M006,EmCommon,M006,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Run,,,0.3,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50069,,测试用蓝速龙,,2,0,,M006test,EmCommon,M006test,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Run,,,2,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50070,50070,黄速龙,,2,4,,M007_RaptorBrass,EmCommon,M007_RaptorBrass,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Run,,,0.3,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50080,50080,红速龙,,2,4,,M008_RaptorCrimson,EmCommon,M008_RaptorCrimson,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Run,,,0.3,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50081,50080,只会叫的红速龙,,2,4,,M008_RaptorCrimson_TauntOnly,EmCommon,M008_RaptorCrimson_TauntOnly,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Run,,,0.3,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50090,50090,白速龙,,2,4,,M009,EmCommon,M009,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Run,,,0.3,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50100,50100,野生艾露,,2,0,,M010_WhiteCat,EmCommon,M010_WhiteCat,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,0.2,,15,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50109,,艾露猫村民,,2,0,,M010_AirouCivilian,EmCommon,M010_AirouCivilian,,0,,,,MHFC_CameraPoint,,,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50110,50110,野生梅露,,2,0,,M011_BlackCat,EmCommon,M011_BlackCat,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,0.2,,15,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50111,,猫猫大盗,,1,0,,M011_BlackCat_SP,EmCommon,M011_BlackCat_SP,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,0.2,,15,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50120,50120,草食龙,,2,4,,M012,EmCommon,M012,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Run,1,,3,,15,,0,1800,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50121,,肉鸡草食龙,,2,0,,M012_u01,EmCommon,M012_u01,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,3,,15,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50122,,肯妈用草食龙,,2,0,,M012_u02,EmCommon,M012_u02,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,3,,15,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50123,,普通肉质食草龙,,2,0,,M012_u03,EmCommon,M012_u03,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,3,,15,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50124,,坚硬肉质食草龙,,2,0,,M012_u04,EmCommon,M012_u04,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,3,,15,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50125,,[配信Raid]商团草食龙,,2,4,,M012Raid,EmCommon,M012Raid,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Run,1,,3,,15,,0,1800,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50130,50130,龟壳龙,,2,4,,M013_Shellsous,EmCommon,M013_Shellsous,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Run,1,,3,,15,,0,1800,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50150,50150,蚊子,,2,5,,M015_Mosquito,EmCommon,M015_Mosquito,,,,MHFC_CameraPoint,,MHFC_CameraPoint,,,Fly,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50151,,蚊子,,2,5,,M015_u01_Mosquito,EmCommon,M015_u01_Mosquito,,,,MHFC_CameraPoint,,MHFC_CameraPoint,,,Fly,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50160,50160,雷光虫,,2,5,,M016_ThunderBug,EmCommon,M016_ThunderBug,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Fly,,,0.2,,15,,,,,1,,,,,,,,,,,,,,,,,3,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50161,,雷光虫负极,,2,2,,M016_ThunderBug_Female,EmCommon,M016_ThunderBug,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Fly,,,0.2,,15,,,,,1,,,,,,,,,,,,,,,,,3,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50162,50160,雷光虫,50160,2,2,,M016_ExplodeThunderBug,EmCommon,M016_ExplodeThunderBug,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Fly,,,0.2,,15,,,,,1,,,,,,,,,,,,,,,,,3,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50164,,火萤,,2,2,,M016_MagmaBugSP,EmCommon,M016_MagmaBugSP,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Fly,,,0.2,,15,,,,,1,,,,,,,,,,,,,,,,,3,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50170,50170,小盾蟹,,2,0|1,,M017_ShieldCrab,EmCommon,M017_ShieldCrab,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,TestaCatchCamera,TestaCatchCameraPoint,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50171,,老山蟹专用小盾蟹,,2,0|1,,M017_ShieldCrabRaid,EmCommon,M017_ShieldCrabRaid,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,TestaCatchCamera,TestaCatchCameraPoint,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50180,50180,小镰蟹,,2,0|1,,M018_ScytheCrab,EmCommon,M018_ScytheCrab,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,TestaCatchCamera,TestaCatchCameraPoint,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50181,,老山蟹专用小镰蟹,,2,0|1,,M018_ScytheCrabRaid,EmCommon,M018_ScytheCrabRaid,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,TestaCatchCamera,TestaCatchCameraPoint,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50190,50190,沙龙,,2,1,,M019_SandWyerm,EmCommon,M019_SandWyerm,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50200,50200,奇面族,,2,0,,M020,EmCommon,M020,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50201,50200,奇面族掷弹者,,2,1,,M020Shooter,EmCommon,M020Shooter,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50202,50200,奇面族近战,,2,1,,M020Melee,EmCommon,M020Melee,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50203,50200,奇面族祭祀,,2,1,,M020Priest,EmCommon,M020Priest,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50204,,人质,,2,0,,Host,EmCommon,Host,,0,,,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,0,,"0,0,0",0,,,,,,,,,,,
50205,50200,爆桶奇面族,,2,1,,M020Boomer,EmCommon,M020Boomer,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50206,50200,奇面族近战守卫,,2,1,,M020Guard,EmCommon,M020Guard,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,0,,"0,0,0",0,,,,,,,,,,,
50207,50200,奇面族近战（打猫）,,2,1,,M020Melee_u01,EmCommon,M020Melee_u01,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50209,,爆桶,,2,0,,Bucket,EmCommon,Bucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50210,50210,小雪狮子,,2,0|1,,M021,EmCommon,M021,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50220,50220,桃毛兽,,2,0,,M022_PinkApe,EmCommon,M022_PinkApe,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Run,,,1,,15,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50221,,桃毛兽,,2,0,,M022_PinkApe,EmCommon,M022_PinkApe,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,Run,,,1,,15,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50230,50230,蛇龙,,2,2,,M023_Drake,EmCommon,M023_Drake,,,,MHFC_CameraPoint,,MHFC_CameraPoint,,,Fly,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50231,,老山蟹用蛇龙,,2,2,,M023_Raid,EmCommon,M023_Raid,,,,MHFC_CameraPoint,,MHFC_CameraPoint,,,Fly,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50232,,水龙关蛇龙,,2,2,,M023_Water,EmCommon,M023_Water,,,,MHFC_CameraPoint,,MHFC_CameraPoint,,,Fly,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50233,,红莲老山蟹用蛇龙,,2,2,,M023_Raid_u01,EmCommon,M023_Raid_u01,,,,MHFC_CameraPoint,,MHFC_CameraPoint,,,Fly,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50240,,青鱼,,2,0,,Fish,EmCommon,Fish,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,,,,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50241,,破裂龙鱼,,2,0,,Fish_arowana_01,EmCommon,Fish_arowana_01,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,,,,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50242,,爆裂龙鱼,,2,0,,Fish_arowana_02,EmCommon,Fish_arowana_02,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,,,,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50243,,金枪鱼,,2,0,,Fish_tuna_01,EmCommon,Fish_tuna_01,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,,,,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50244,,大金枪鱼,,2,0,,Fish_tuna_02,EmCommon,Fish_tuna_02,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,,,,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50245,,沙丁鱼,,2,0,,Fish_sardline_01,EmCommon,Fish_sardine_01,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,,,,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50246,,散射沙丁鱼,,2,0,,Fish_sardline_02,EmCommon,Fish_sardine_02,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,,,,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50247,,切味鱼,,2,0,,Fish_mackerel_01,EmCommon,Fish_mackerel_01,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,,,,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50248,,扩散凸眼金鱼,,2,0,,Fish_scatterfish_01,EmCommon,Fish_scatterfish_01,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,,,,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50249,,黄金鱼,,2,0,,Fish_goldenfish_01,EmCommon,Fish_goldenfish_01,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,,,,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
50250,50200,盾奇面,,2,0,,M025_ShieldShaka,EmCommon,M025_ShieldShaka,,0,,MHFC_CameraPoint,,MHFC_CameraPoint,FlyDragonCatchCamera,FlyDragonCatchCameraPoint,,,,1,,15,,,200,,1,,,,,,,,,,,,,,,,,,1,,,100,,120,100,0.1,1.15,1.2,1,240,80,3,1,,"0,0,0",0,,,,,,,,,,,
