ID,TagID,Type,TAG,备注,AttackName,AttackInfo,DamageNumberM,PiyoM,StaminaM,BalanceM,Damage_LevelM,Damage_Level_NumberM,Damage_PowerM,Damage_Dir_useM,Damage_DirM,Fire_AtkM,Water_AtkM,Dragon_AtkM,Electric_AtkM,Ice_AtkM,CutM,Cut_ValueM,HanmmerM,Hammer_ValueM,ShootM,Shoot_ValueM,HitTypeM,HitType_ValueM,ScarM,BuffMID1,BuffMID2,StateBuffM,SpecAttackM1,SpecValueM1,SpecAttackM2,SpecValueM2,SpecAttackM3,SpecValueM3,DamageNumberP,PiyoP,StaminaP,Damage_LevelP,Damage_LevelFriendP,Damage_Level_NumberP,Damage_PowerP,Check_Enhance_Defense,Attack_LevelFriendP,Attack_LevelP,Damage_Dir_useP,Damage_DirP,Fire_AtkP,Water_AtkP,Dragon_AtkP,Electric_AtkP,Ice_AtkP,CutP,Cut_ValueP,HanmmerP,Hammer_ValueP,ShootP,Shoot_ValueP,HitTypeP,IgnoreDefense,HitType_ValueP,HitType_Friend,ScarP,BuffPID1,BuffPID2,BuffAsyncP,StateBuffP,SpecAttackP1,SpecValueP1,SpecAttackP2,SpecValueP2,SpecAttackP3,SpecValueP3,IgnoreDefenceDirCheck
20043,600700003,2,60070,毒怪鸟,FlyBack,FlyBack,0,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,70021,,,,,,,,0,0,0,0,,0,0,,,0,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,2,,,,0,0,0,,60001,,,,,,,
20044,,2,,河狸兽,BeaverRollBody,,0.04,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,交互行为,5,,,,,0.4,30,0,11,,0,40,,,11,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20045,,2,,河狸兽,BeaverRollHead,,0.04,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,交互行为,5,,,,,0.4,30,0,11,,0,40,,,11,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20046,,2,,河狸兽,BeaverRollLeftClaw,,0.04,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,交互行为,5,,,,,0.4,30,0,11,,0,40,,,11,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20047,,2,,河狸兽,BeaverRollRightClaw,,0.04,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,交互行为,5,,,,,0.4,30,0,11,,0,40,,,11,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20048,,2,,河狸兽,BeaverRollTail,,0.04,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,交互行为,5,,,,,0.4,30,0,11,,0,40,,,11,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20049,600100007,2,60010,河狸兽,BodyDown,BodyDown,0.05,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.5,10,0,11,,0,40,,,11,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20050,600100009,2,60010,河狸兽,DragonDashBody,DragonDash,0.015,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.15,10,0,7,,0,25,,,6,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20051,600100010,2,60010,河狸兽,DragonDashHead,DragonDash,0.015,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.15,10,0,7,,0,25,,,6,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20052,600100011,2,60010,河狸兽,DragonDashLeftClaw,DragonDash,0.015,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.15,10,0,7,,0,25,,,6,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20053,600100012,2,60010,河狸兽,DragonDashRightClaw,DragonDash,0.015,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.15,10,0,7,,0,25,,,6,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20054,600100013,2,60010,河狸兽,JumpForward,JumpForward,0.03,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.3,5,0,11,,0,30,,,11,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20055,600100014,2,60010,河狸兽,LeftClaw,LeftClaw,0.03,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.3,10,0,7,,0,25,,,6,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20056,600100015,2,60010,河狸兽,RightClaw,RightClaw,0.03,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.3,10,0,7,,0,25,,,6,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20057,600100016,2,60010,河狸兽,RollLeftBody,RollLeft,0.045,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.45,10,0,11,,0,30,,,11,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20058,600100017,2,60010,河狸兽,LeftClaw,RollLeft,0.045,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.45,10,0,11,,0,30,,,11,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20059,600100018,2,60010,河狸兽,RightClaw,RollLeft,0.045,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.45,10,0,11,,0,30,,,11,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20060,600100019,2,60010,河狸兽,RollRightBody,RollRight,0.045,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.45,10,0,11,,0,30,,,11,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20061,600100020,2,60010,河狸兽,LeftClaw,RollRight,0.045,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.45,10,0,11,,0,30,,,11,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20062,600100021,2,60010,河狸兽,RightClaw,RollRight,0.045,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.45,10,0,11,,0,30,,,11,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20063,600100022,2,60010,河狸兽,RotateAttack,RotateAttack,0.07,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.7,25,0,11,,0,40,,,11,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20064,600100023,2,60010,河狸兽,RotateAttackBody,RotateAttack,0.02,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.2,25,0,11,,0,30,,,11,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20065,600100024,2,60010,河狸兽,Stone,Stone1,0.03,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.3,15,0,7,,0,25,,,7,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20066,600100025,2,60010,河狸兽,Stone1,Stone1,0.03,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.3,15,0,7,,0,25,,,7,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20067,600100027,2,60010,河狸兽,Turn180L,Turn180,0.01,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.1,0,0,2,,0,25,,,0,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20068,600100028,2,60010,河狸兽,Turn180R,Turn180,0.01,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.1,0,0,2,,0,15,,,0,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20069,502000001,2,50020,奇面族,Cut,Cut,0.02,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.2,10,0,7,,0,10,,,7,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20070,,2,,雌火龙,ClawAttackFL05,,0.02,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.2,0,0,7,,0,10,,,7,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20071,,2,,雌火龙,ClawAttackFR05,,0.02,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.2,0,0,7,,0,10,,,7,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20072,,2,,雌火龙,AttackByClawTailTL02,,0.03,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.3,0,0,11,,0,30,,,11,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20073,,2,,雌火龙,AttackByClawTailSFL05,,0.02,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.2,0,0,7,,0,10,,,7,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20074,,2,,雌火龙,AttackByClawTailSFR05,,0.02,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.2,0,0,7,,0,10,,,7,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20075,,2,,雌火龙,AttackByClawTailLeftFL05,,0.02,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.2,0,0,7,,0,10,,,7,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20076,,2,,雌火龙,AttackByClawTailLeftFR05,,0.02,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.2,0,0,7,,0,10,,,7,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20077,,2,,雌火龙,AttackByClawTailTL09,,0.03,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.3,0,0,11,,0,40,,,11,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20078,,2,,雌火龙,AttackByBackClawTailTL02,,0.03,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.3,0,0,11,,0,40,,,11,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20079,,2,,雌火龙,AttackByBackClawTailTL09,,0.04,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.4,0,0,11,,0,40,,,11,2,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
20080,,2,,雌火龙,AttackByClawTailFireTL09,,0.015,0,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0.15,0,0,11,,0,40,,,11,2,"0,0,0",0.3,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,,,,,
