Internal ID,Asset ID,English Name,Chinese Name,Width*,Length,Height*,Hitzones,,,,,,,,,
,,,,,,,Angry,,,,,,,,,
,,,,,,,Body,0,30,32,30,10,30,10,10,5
,,,,,,,Tail,0,35,33,20,10,25,10,20,5
,,,,,,,Head,80,60,65,55,10,35,10,10,5
,,,,,,,Neck,0,48,40,35,10,15,10,15,5
,,,,,,,LeftFoot,0,30,35,30,10,30,10,20,5
,,,,,,,LeftHand,0,33,33,32,10,25,10,15,5
,,,,,,,RightFoot,0,30,35,30,10,30,10,20,5
,,,,,,,RightHand,0,33,33,32,10,25,10,15,5
60140,em014,Hypnocatrice,眠鸟,,,,,,,,,,,,,
60141,em014_u01,Silver Hypnocatrice,银眠鸟,,,,,,,,,,,,,
60142,em014_ex01,Hypnocatrice (Abnormal),眠鸟EX,,,,,,,,,,,,,
60143,em014_u02,Gold Hypnocatrice,金眠鸟,,,,,,,,,,,,,
60150,em015,Shogun Ceanataur,将军镰蟹,,,,,,,,,,,,,
60151,em015_u01,Onimusha,武镰蟹,,,,,,,,,,,,,
60152,em015_x01,Swordmaster Shogun Ceanataur,剑豪镰蟹,,,,,,,,,,,,,
60153,em015_ex01,Shogun Ceanataur (Abnormal),将军镰蟹EX,,,,,,,,,,,,,
60154,em015_u01,Aberrant Onimusha,奇烈武镰蟹,,,,,,,,,,,,,
60160,em016,Plesioth,水龙,,,,,,,,,,,,,
60170,em017,Blangonga,雪狮子王,,,,,,,,,,,,,
60171,em017_u01,Flame Blangonga,炎狮子,,,,,,,,,,,,,
60172,em017_ex01,Blangonga (Abnormal),雪狮子王EX,,,,,,,,,,,,,
60180,em018,NB4 - Tartaronis,吞渊龙,3679.38,4909.54,1740.44,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Head,0,30,30,23,5,25,5,5,40
,,,,,,,LeftBody,0,28,28,15,5,15,5,5,30
,,,,,,,RightBody,0,28,28,15,5,15,5,5,30
,,,,,,,LeftHand,0,26,26,20,5,15,5,5,30
,,,,,,,RightHand,0,26,26,20,5,15,5,5,30
,,,,,,,LeftLeg,0,26,26,25,5,15,5,5,30
,,,,,,,RightLeg,0,26,26,25,5,15,5,5,30
,,,,,,,Back,0,30,30,20,5,10,5,5,25
,,,,,,,Abdomen,0,35,35,25,5,20,5,5,35
,,,,,,,Tail,0,26,26,15,5,20,5,5,35
60181,em018_u01,Infernal Tartaronis,燎渊龙,3679.38,4909.54,1740.44,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Normal,,,,,,,,,
,,,,,,,Head,0,40,60,30,0,30,0,30,25
,,,,,,,LeftBody,0,30,30,45,0,10,0,20,30
,,,,,,,RightBody,0,30,30,45,0,10,0,20,30
,,,,,,,LeftHand,0,40,40,30,0,15,0,15,15
,,,,,,,RightHand,0,40,40,30,0,15,0,15,15
,,,,,,,LeftLeg,0,40,40,30,0,15,0,15,15
,,,,,,,RightLeg,0,40,40,30,0,15,0,15,15
,,,,,,,Back,0,20,50,40,0,20,0,30,10
,,,,,,,Abdomen,0,60,30,40,0,30,0,25,20
,,,,,,,Tail,0,50,40,35,0,15,0,20,10
,,,,,,,P2Fall,,,,,,,,,
,,,,,,,Head,0,80,180,45,0,75,0,75,50
,,,,,,,LeftBody,0,60,60,90,0,20,0,40,75
,,,,,,,RightBody,0,60,60,90,0,20,0,40,75
,,,,,,,LeftHand,0,80,80,45,0,30,0,30,30
,,,,,,,RightHand,0,80,80,45,0,30,0,30,30
,,,,,,,LeftLeg,0,80,80,45,0,30,0,30,30
,,,,,,,RightLeg,0,80,80,45,0,30,0,30,30
,,,,,,,Back,0,40,150,80,0,40,0,75,20
,,,,,,,Abdomen,0,180,60,80,0,75,0,50,40
,,,,,,,Tail,0,150,80,60,0,30,0,40,20
60186,???,Tartaronis Major Tornado,NB4亚热气旋风,,,,,,,,,,,,,
60187,???,Tartarnois Sand Twister,NB4沙旋,,,,,,,,,,,,,
60189,???,Tartarnois Flying Object Proxy,NB4飞行物代理体,,,,,,,,,,,,,
60190,em019,Yian Garuga,黑狼鸟,,,,,,,,,,,,,
60191,em019,One-Eared Yian Garuga,独耳黑狼鸟,,,,,,,,,,,,,
60192,em019_ex01,Yian Garuga (Abnormal),黑狼鸟EX,,,,,,,,,,,,,
60200,em020,Monoblos,一角龙,,,,,,,,,,,,,
60201,em020_u01,White Monoblos,白一角龙,,,,,,,,,,,,,
60202,em020,Shattered Monoblos,断刃一角龙,,,,,,,,,,,,,
60203,em020_ex01,Monoblos (Abnormal),一角龙EX,,,,,,,,,,,,,
60210,em021,Rathian,雌火龙,,,,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Head,60,75,75,55,0,15,20,15,35
,,,,,,,Neck,10,30,35,40,0,10,15,10,20
,,,,,,,Body,0,35,40,40,0,5,20,5,10
,,,,,,,Tail,0,30,26,25,0,5,10,5,25
,,,,,,,LeftWing,0,35,35,25,0,10,15,10,20
,,,,,,,RightWing,0,35,35,25,0,10,15,10,20
,,,,,,,LeftLeg,0,35,35,25,0,5,10,5,5
,,,,,,,RightLeg,0,35,35,25,0,5,10,5,5
60211,em021_u01,Pink Rathian,樱火龙,,,,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Head,60,55,50,40,0,35,10,10,20
,,,,,,,Neck,10,45,35,35,0,15,10,5,15
,,,,,,,Body,0,50,45,40,0,15,10,5,5
,,,,,,,Tail,0,26,26,20,0,15,5,5,20
,,,,,,,LeftWing,0,30,25,30,0,15,10,10,15
,,,,,,,RightWing,0,30,25,30,0,15,10,10,15
,,,,,,,LeftLeg,0,35,35,35,0,10,5,5,5
,,,,,,,RightLeg,0,35,35,35,0,10,5,5,5
60212,em021_u02,Gold Rathian,金火龙,,,,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Normal,,,,,,,,,
,,,,,,,Head,60,19,19,15,0,20,30,10,0
,,,,,,,Neck,10,15,15,15,0,20,30,10,0
,,,,,,,Back,0,55,50,30,5,15,20,5,0
,,,,,,,Body,0,28,30,30,5,10,15,10,0
,,,,,,,Tail,0,28,26,15,0,5,10,5,0
,,,,,,,TailEnd,0,45,45,30,0,10,10,5,0
,,,,,,,LeftWing,0,44,44,25,0,15,0,25,10
,,,,,,,RightWing,0,44,44,25,0,15,0,25,10
,,,,,,,LeftLeg,0,35,35,35,10,5,5,0,0
,,,,,,,RightLeg,0,35,35,35,10,5,5,0,0
,,,,,,,Broken,,,,,,,,,
,,,,,,,Head,60,55,50,40,0,10,15,5,0
,,,,,,,Neck,10,15,15,15,0,20,30,10,0
,,,,,,,Back,0,55,50,30,5,15,20,5,0
,,,,,,,Body,0,28,30,30,5,10,15,10,0
,,,,,,,Tail,0,28,26,15,0,5,10,5,0
,,,,,,,TailEnd,0,45,45,30,0,10,10,5,0
,,,,,,,LeftWing,0,44,44,25,0,15,0,25,10
,,,,,,,RightWing,0,44,44,25,0,15,0,25,10
,,,,,,,LeftLeg,0,35,35,35,10,5,5,0,0
,,,,,,,RightLeg,0,35,35,35,10,5,5,0,0
60213,em021_ex01,Rathian (Abnormal),雌火龙EX,,,,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Head,60,50,75,40,0,15,20,15,100
,,,,,,,Neck,10,25,35,30,0,10,15,10,60
,,,,,,,Body,0,30,40,30,0,5,20,5,30
,,,,,,,Tail,0,28,26,20,0,5,10,5,75
,,,,,,,LeftWing,0,30,35,20,0,10,15,10,60
,,,,,,,RightWing,0,30,35,20,0,10,15,10,60
,,,,,,,LeftLeg,0,30,35,20,0,5,10,5,25
,,,,,,,RightLeg,0,30,35,20,0,5,10,5,25
60216,???,Pink Rathian-Related Entity (?),联动樱火龙,,,,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Head,60,55,50,40,0,35,10,10,20
,,,,,,,Neck,10,45,35,35,0,15,10,5,15
,,,,,,,Body,0,50,45,40,0,15,10,5,5
,,,,,,,Tail,0,26,26,20,0,15,5,5,20
,,,,,,,LeftWing,0,30,25,30,0,15,10,10,15
,,,,,,,RightWing,0,30,25,30,0,15,10,10,15
,,,,,,,LeftLeg,0,35,35,35,0,10,5,5,5
,,,,,,,RightLeg,0,35,35,35,0,10,5,5,5
60217,em021,Rathian (Raid),[配信Raid]雌火龙,,,,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Head,10,25,25,25,0,15,20,15,35
,,,,,,,Neck,0,15,17,20,0,10,15,10,20
,,,,,,,Body,0,17,20,20,0,5,20,5,10
,,,,,,,Tail,0,30,30,30,0,5,10,5,25
,,,,,,,LeftWing,0,17,17,13,0,10,15,10,20
,,,,,,,RightWing,0,17,17,13,0,10,15,10,20
,,,,,,,LeftLeg,0,17,17,13,0,5,10,5,5
,,,,,,,RightLeg,0,17,17,13,0,5,10,5,5
60218,em021,Conflagration Rathian,烈焰女王,,,,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Head,60,35,40,30,0,15,20,15,35
,,,,,,,Neck,10,30,35,40,0,10,15,10,20
,,,,,,,Body,0,35,40,40,0,5,20,5,10
,,,,,,,Tail,0,20,20,25,0,5,10,5,25
,,,,,,,LeftWing,0,20,25,20,0,10,15,10,20
,,,,,,,RightWing,0,20,25,20,0,10,15,10,20
,,,,,,,LeftLeg,0,26,26,20,0,5,10,5,5
,,,,,,,RightLeg,0,26,26,20,0,5,10,5,5
60219,em021,Escape from Rathian (???),逃离雌火龙,,,,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Head,60,60,60,55,0,15,20,15,35
,,,,,,,Neck,10,30,35,40,0,10,15,10,20
,,,,,,,Body,0,35,40,40,0,5,20,5,10
,,,,,,,Tail,0,30,26,25,0,5,10,5,25
,,,,,,,LeftWing,0,26,25,20,0,10,15,10,20
,,,,,,,RightWing,0,26,25,20,0,10,15,10,20
,,,,,,,LeftLeg,0,26,26,20,0,5,10,5,5
,,,,,,,RightLeg,0,26,26,20,0,5,10,5,5
60220,em022,Shen Gaoren,老山蟹,,,,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Head,0,35,37,20,35,5,20,5,20
,,,,,,,Body,0,35,40,20,20,5,15,5,35
,,,,,,,LeftLeg,0,22,21,15,25,5,15,5,30
,,,,,,,RightLeg,0,22,21,15,25,5,15,5,30
,,,,,,,LeftBackLeg,0,22,21,15,25,5,15,5,30
,,,,,,,RightBackLeg,0,22,21,15,25,5,15,5,30
,,,,,,,LeftHand,0,10,18,10,30,5,15,5,20
,,,,,,,RightHand,0,10,18,10,30,5,15,5,20
,,,,,,,LeftArm,0,10,18,13,30,5,15,5,20
,,,,,,,RightArm,0,10,18,13,30,5,15,5,20
,,,,,,,Shell,0,10,17,10,20,5,20,5,35
,,,,,,,with Softened % Modifier,,,,,,,,,
,,,,,,,LeftLeg,0,33,31.5,22.5,37.5,7.5,22.5,7.5,45
,,,,,,,RightLeg,0,33,31.5,22.5,37.5,7.5,22.5,7.5,45
,,,,,,,LeftBackLeg,0,33,31.5,22.5,37.5,7.5,22.5,7.5,45
,,,,,,,RightBackLeg,0,33,31.5,22.5,37.5,7.5,22.5,7.5,45
60221,em022_u01,Teppeki Shen Gaoren,铠岩老山蟹,,,,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Normal,,,,,,,,,
,,,,,,,Head,0,10,10,10,45,15,3,15,3
,,,,,,,Body,0,5,5,5,35,10,3,10,3
,,,,,,,LeftLeg,0,5,5,5,40,10,3,10,3
,,,,,,,RightLeg,0,5,5,5,40,10,3,10,3
,,,,,,,LeftBackLeg,0,5,5,5,40,10,3,10,3
,,,,,,,RightBackLeg,0,5,5,5,40,10,3,10,3
,,,,,,,LeftHand,0,7,7,5,45,15,3,15,3
,,,,,,,RightHand,0,7,7,5,45,15,3,15,3
,,,,,,,LeftArm,0,5,5,10,30,10,3,10,3
,,,,,,,RightArm,0,5,5,10,30,10,3,10,3
,,,,,,,Shell,0,3,4,3,20,5,3,15,10
,,,,,,,Burning,,,,,,,,,
,,,,,,,Head,0,23,25,33,3,63,10,65,5
,,,,,,,Body,0,25,30,20,3,65,10,65,5
,,,,,,,LeftLeg,0,30,30,25,3,50,10,55,5
,,,,,,,RightLeg,0,30,30,25,3,50,10,55,5
,,,,,,,LeftBackLeg,0,30,30,25,3,50,10,55,5
,,,,,,,RightBackLeg,0,30,30,25,3,50,10,55,5
,,,,,,,LeftHand,0,23,25,20,3,55,10,60,5
,,,,,,,RightHand,0,23,25,20,3,55,10,60,5
,,,,,,,LeftArm,0,25,20,35,3,63,10,60,5
,,,,,,,RightArm,0,25,20,35,3,63,10,60,5
,,,,,,,Shell,0,20,25,13,3,45,3,30,50
,,,,,,,Red,,,,,,,,,
,,,,,,,LeftLeg,0,24,23,10,5,10,5,30,25
,,,,,,,RightLeg,0,24,23,10,5,10,5,30,25
,,,,,,,LeftBackLeg,0,24,23,10,5,10,5,30,25
,,,,,,,RightBackLeg,0,24,23,10,5,10,5,30,25
60222,em022_u01,Guren Shen Gaoren,红莲老山蟹,,,,Part,Stun,Cutting,Impact,Shot,Fire,Water,Thunder,Ice,Dragon
,,,,,,,Normal,,,,,,,,,
,,,,,,,Head,0,23,25,30,3,120,10,130,5
,,,,,,,Body,0,25,30,15,3,125,10,130,5
,,,,,,,LeftLeg,0,30,30,20,3,100,10,110,5
,,,,,,,RightLeg,0,30,30,20,3,100,10,110,5
,,,,,,,LeftBackLeg,0,30,30,20,3,100,10,110,5
,,,,,,,RightBackLeg,0,30,30,20,3,100,10,110,5
,,,,,,,LeftHand,0,23,25,15,3,110,10,120,5
,,,,,,,RightHand,0,23,25,15,3,110,10,120,5
,,,,,,,LeftArm,0,25,20,25,3,120,10,120,5
,,,,,,,RightArm,0,25,20,25,3,120,10,120,5
,,,,,,,Shell,0,20,25,10,3,80,3,60,20
,,,,,,,Magma,,,,,,,,,
,,,,,,,Head,0,33,35,38,3,100,10,100,5
,,,,,,,Body,0,35,40,20,3,100,10,100,5
,,,,,,,LeftLeg,0,40,40,25,3,70,10,80,5
,,,,,,,RightLeg,0,40,40,25,3,70,10,80,5
,,,,,,,LeftBackLeg,0,40,40,25,3,70,10,80,5
,,,,,,,RightBackLeg,0,40,40,25,3,70,10,80,5
,,,,,,,LeftHand,0,33,35,20,3,80,10,90,5
,,,,,,,RightHand,0,33,35,20,3,80,10,90,5
,,,,,,,LeftArm,0,35,30,30,3,95,10,90,5
,,,,,,,RightArm,0,35,30,30,3,95,10,90,5
,,,,,,,Shell,0,35,40,15,3,60,3,30,60
60230,em023,Basarios,岩龙,,,,,,,,,,,,,
