MonsterID,PartID,StateID,BreakLevel,DefenceLevel,Faint,Cut,Hammer,Shoot,Fire,Water,Electric,Ice,Dragon
50120,Head,Normal,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50120,Leftbackleg,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50120,Leftleg,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50120,Rightbackleg,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50120,Rightleg,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50120,Tail,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50121,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50121,Body,Normal,0,0,0,1,1,1,1,1,1,1,1
50121,Head,Normal,0,0,0.8,1,1,1,1,1,1,1,1
50121,Leftbackleg,Normal,0,0,0,1,1,1,1,1,1,1,1
50121,Leftleg,Normal,0,0,0,1,1,1,1,1,1,1,1
50121,Rightbackleg,Normal,0,0,0,1,1,1,1,1,1,1,1
50121,Rightleg,Normal,0,0,0,1,1,1,1,1,1,1,1
50121,Tail,Normal,0,0,0,1,1,1,1,1,1,1,1
50122,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50122,Body,Normal,0,0,0,1,1,1,1,1,1,1,1
50122,Head,Normal,0,0,0.8,1,1,1,1,1,1,1,1
50122,Leftbackleg,Normal,0,0,0,1,1,1,1,1,1,1,1
50122,Leftleg,Normal,0,0,0,1,1,1,1,1,1,1,1
50122,Rightbackleg,Normal,0,0,0,1,1,1,1,1,1,1,1
50122,Rightleg,Normal,0,0,0,1,1,1,1,1,1,1,1
50122,Tail,Normal,0,0,0,1,1,1,1,1,1,1,1
50123,WholeBody,Normal,0,0,0,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2
50123,Body,Normal,0,0,0,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2
50123,Head,Normal,0,0,0.8,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2
50123,Leftbackleg,Normal,0,0,0,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2
50123,Leftleg,Normal,0,0,0,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2
50123,Rightbackleg,Normal,0,0,0,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2
50123,Rightleg,Normal,0,0,0,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2
50123,Tail,Normal,0,0,0,0.5,0.5,0.5,0.2,0.2,0.2,0.2,0.2
50124,WholeBody,Normal,0,0,0,0.2,0.2,0.2,0.02,0.02,0.02,0.02,0.02
50124,Body,Normal,0,0,0,0.2,0.2,0.2,0.02,0.02,0.02,0.02,0.02
50124,Head,Normal,0,0,0.8,0.2,0.2,0.2,0.02,0.02,0.02,0.02,0.02
50124,Leftbackleg,Normal,0,0,0,0.2,0.2,0.2,0.02,0.02,0.02,0.02,0.02
50124,Leftleg,Normal,0,0,0,0.2,0.2,0.2,0.02,0.02,0.02,0.02,0.02
50124,Rightbackleg,Normal,0,0,0,0.2,0.2,0.2,0.02,0.02,0.02,0.02,0.02
50124,Rightleg,Normal,0,0,0,0.2,0.2,0.2,0.02,0.02,0.02,0.02,0.02
50124,Tail,Normal,0,0,0,0.2,0.2,0.2,0.02,0.02,0.02,0.02,0.02
50125,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50125,Body,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50125,Head,Normal,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50125,Leftbackleg,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50125,Leftleg,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50125,Rightbackleg,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50125,Rightleg,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50125,Tail,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50130,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50130,Body,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50130,Head,Normal,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50130,Leftbackleg,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50130,Leftleg,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50130,Rightbackleg,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50130,Rightleg,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50130,Tail,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50150,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50150,Body,Normal,0,0,0,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
50150,Tail,Normal,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3
50151,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50151,Body,Normal,0,0,0,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
50151,Tail,Normal,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3
50160,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50160,Body,Normal,0,0,0,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
50161,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50161,Body,Normal,0,0,0,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
50164,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50164,Body,Normal,0,0,0,1,1,0.6,1,1,1,1,1
50170,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50170,Body,Normal,0,0,0,0.8,0.8,0.8,0.35,0.15,0.5,0.15,0.1
50170,Claw,Normal,0,0,0,0.35,0.5,0.2,0.35,0.15,0.5,0.15,0.1
50170,Head,Normal,0,0,0.8,0.8,0.8,0.8,0.35,0.15,0.5,0.15,0.1
50170,Shell,Normal,0,0,0,0.4,0.5,0.5,0.35,0.15,0.5,0.15,0.1
50171,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50171,Body,Normal,0,0,0,0.8,0.8,0.8,0.35,0.15,0.5,0.15,0.1
50171,Claw,Normal,0,0,0,0.35,0.5,0.2,0.35,0.15,0.5,0.15,0.1
50171,Head,Normal,0,0,0.8,0.8,0.8,0.8,0.35,0.15,0.5,0.15,0.1
50171,Shell,Normal,0,0,0,0.4,0.5,0.5,0.35,0.15,0.5,0.15,0.1
50180,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50180,Body,Normal,0,0,0,0.8,0.8,0.8,0.35,0.15,0.5,0.15,0.1
50180,Claw,Normal,0,0,0,0.35,0.5,0.2,0.35,0.15,0.5,0.15,0.1
50180,Head,Normal,0,0,0.8,0.8,0.8,0.8,0.35,0.15,0.5,0.15,0.1
50180,Shell,Normal,0,0,0,0.4,0.5,0.5,0.35,0.15,0.5,0.15,0.1
50181,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50181,Body,Normal,0,0,0,0.8,0.8,0.8,0.35,0.15,0.5,0.15,0.1
50181,Claw,Normal,0,0,0,0.35,0.5,0.2,0.35,0.15,0.5,0.15,0.1
50181,Head,Normal,0,0,0.8,0.8,0.8,0.8,0.35,0.15,0.5,0.15,0.1
50181,Shell,Normal,0,0,0,0.4,0.5,0.5,0.35,0.15,0.5,0.15,0.1
50190,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50190,Head,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50190,Tail,Normal,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3
50190,Wings,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50190,Body,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50200,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50200,Body,Normal,0,0,0,0.6,0.55,0.55,0,0.05,0.2,0.05,0.1
50201,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50201,Body,Normal,0,0,0,0.6,0.55,0.55,0,0.05,0.2,0.05,0.1
50202,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50202,Body,Normal,0,0,0,0.6,0.55,0.55,0,0.05,0.2,0.05,0.1
50203,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50203,Body,Normal,0,0,0,0.6,0.55,0.55,0,0.05,0.2,0.05,0.1
50204,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50204,Body,Normal,0,0,0,0.6,0.55,0.55,0,0.05,0.2,0.05,0.1
50205,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50205,Body,Normal,0,0,0,0.6,0.55,0.55,0,0.05,0.2,0.05,0.1
50206,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50206,Body,Normal,0,0,0,0.6,0.55,0.55,0,0.05,0.2,0.05,0.1
50207,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50207,Body,Normal,0,0,0,0.6,0.55,0.55,0,0.05,0.2,0.05,0.1
50209,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50209,Body,Normal,0,0,0.8,1,1,1,1,1,1,1,1
50210,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50210,Head,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50210,Body,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50220,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50220,Head,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50220,Body,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50230,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50230,Head,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50230,Body,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50231,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50231,Head,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50231,Body,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50232,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50232,Head,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50232,Body,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50233,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50233,Head,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50233,Body,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50250,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50250,Body,Normal,0,0,0,0.6,0.55,0.55,0,0.05,0.2,0.05,0.1
50251,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50251,Body,Normal,0,0,1,0.6,0.55,0.55,0,0.05,0.2,0.05,0.1
50252,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50252,Body,Normal,0,0,1,0.6,0.55,0.55,0,0.05,0.2,0.05,0.1
50253,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50253,Body,Normal,0,0,1,0.6,0.55,0.55,0,0.05,0.2,0.05,0.1
50261,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50261,Body,Normal,0,0,0,0.6,0.55,0.55,0,0.05,0.2,0.05,0.1
50270,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50270,Body,Normal,0,0,1,0.6,0.55,0.55,0,0.05,0.2,0.05,0.1
50271,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50271,Body,Normal,0,0,1,0.6,0.55,0.55,0,0.05,0.2,0.05,0.1
50280,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50280,Body,Normal,0,0,0,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
50280,Tail,Normal,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3
50281,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50281,Body,Normal,0,0,0,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
50281,Tail,Normal,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3
50282,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50282,Body,Normal,0,0,0,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
50282,Tail,Normal,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3
50310,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50310,Head,Normal,0,0,0.5,0.4,0.5,0.6,0,0.1,0.15,0.3,0.05
50310,LeftLeg,Normal,0,0,0,0.35,0.3,0.35,0,0.15,0.1,0.2,0.05
50310,RightLeg,Normal,0,0,0,0.35,0.3,0.35,0,0.15,0.1,0.2,0.05
50310,Tail,Normal,0,0,0,0.6,0.5,0.6,0,0.1,0.1,0.15,0.05
50310,Wings,Normal,0,0,0,0.4,0.5,0.6,0,0.1,0.1,0.15,0.05
50310,Body,Normal,0,0,0,0.7,0.7,0.7,0,0.15,0.15,0.2,0.05
50340,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50340,Head,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50340,Body,Normal,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6
50350,WholeBody,Normal,0,0,0,1,1,1,1,1,1,1,1
50350,Body,Normal,0,0,0,0,0,0,0,0,0,0,0
60010,WholeBody,Normal,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
60010,Head,Normal,0,0,1,0.9,0.9,0.7,0.25,0,0.1,0.1,0
60010,Body,Normal,0,0,0,0.7,0.7,0.5,0.15,0,0.1,0.1,0
60010,LeftFoot,Normal,0,0,0,0.44,0.44,0.4,0.15,0,0.1,0.1,0
60010,LeftHand,Normal,0,0,0,0.44,0.44,0.4,0.15,0,0.1,0.1,0
60010,RightFoot,Normal,0,0,0,0.44,0.44,0.4,0.15,0,0.1,0.1,0
60010,RightHand,Normal,0,0,0,0.44,0.44,0.4,0.15,0,0.1,0.1,0
60010,Tail,Normal,0,0,0,0.28,0.35,0.35,0.15,0,0.1,0.1,0
60011,WholeBody,Normal,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
60011,Head,Normal,0,0,0.8,0.65,0.75,0.75,0.05,0.25,0.05,0.1,0
60011,Body,Normal,0,0,0,0.5,0.5,0.35,0.05,0.35,0.05,0.1,0
60011,LeftFoot,Normal,0,0,0,0.5,0.5,0.35,0.05,0.35,0.05,0.1,0
60011,LeftHand,Normal,0,0,0,0.5,0.5,0.35,0.05,0.35,0.05,0.1,0
60011,RightFoot,Normal,0,0,0,0.5,0.5,0.35,0.05,0.35,0.05,0.1,0
60011,RightHand,Normal,0,0,0,0.5,0.5,0.35,0.05,0.35,0.05,0.1,0
60011,Tail,Normal,0,0,0,0.26,0.35,0.35,0.05,0.4,0.05,0.1,0
60012,WholeBody,Normal,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
60012,Head,Normal,0,0,1,0.5,0.6,0.4,0.25,0,0.1,0.1,0
60012,Body,Normal,0,0,0,0.4,0.3,0.4,0.15,0,0.1,0.1,0
60012,LeftFoot,Normal,0,0,0,0.35,0.35,0.25,0.15,0,0.1,0.1,0
60012,LeftHand,Normal,0,0,0,0.35,0.35,0.25,0.15,0,0.1,0.1,0
60012,RightFoot,Normal,0,0,0,0.35,0.35,0.25,0.15,0,0.1,0.1,0
60012,RightHand,Normal,0,0,0,0.35,0.35,0.25,0.15,0,0.1,0.1,0
60012,Tail,Normal,0,0,0,0.2,0.2,0.35,0.15,0,0.1,0.1,0
60013,WholeBody,Normal,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
60013,Head,Normal,0,0,1,0.9,0.9,0.7,0.25,0,0.1,0.1,0
60013,Body,Normal,0,0,0,0.7,0.7,0.5,0.15,0,0.1,0.1,0
60013,LeftFoot,Normal,0,0,0,0.44,0.44,0.4,0.15,0,0.1,0.1,0
60013,LeftHand,Normal,0,0,0,0.44,0.44,0.4,0.15,0,0.1,0.1,0
60013,RightFoot,Normal,0,0,0,0.44,0.44,0.4,0.15,0,0.1,0.1,0
60013,RightHand,Normal,0,0,0,0.44,0.44,0.4,0.15,0,0.1,0.1,0
60013,Tail,Normal,0,0,0,0.28,0.35,0.35,0.15,0,0.1,0.1,0
60014,WholeBody,Normal,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
60014,Head,Normal,0,0,1,0.7,0.7,0.7,0.25,0,0.1,0.1,0
60014,Body,Normal,0,0,0,0.5,0.5,0.5,0.15,0,0.1,0.1,0
60014,LeftFoot,Normal,0,0,0,0.4,0.4,0.4,0.15,0,0.1,0.1,0
60014,LeftHand,Normal,0,0,0,0.4,0.4,0.4,0.15,0,0.1,0.1,0
60014,RightFoot,Normal,0,0,0,0.4,0.4,0.4,0.15,0,0.1,0.1,0
60014,RightHand,Normal,0,0,0,0.4,0.4,0.4,0.15,0,0.1,0.1,0
60014,Tail,Normal,0,0,0,0.28,0.35,0.35,0.15,0,0.1,0.1,0
60015,WholeBody,Normal,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
60015,Head,Normal,0,0,1,0.7,0.7,0.7,0.6,0,0.1,0.1,0
60015,Body,Normal,0,0,0,0.5,0.5,0.5,0.3,0,0.1,0.1,0
60015,LeftFoot,Normal,0,0,0,0.4,0.4,0.4,0.3,0,0.1,0.1,0
60015,LeftHand,Normal,0,0,0,0.4,0.4,0.4,0.3,0,0.1,0.1,0
60015,RightFoot,Normal,0,0,0,0.4,0.4,0.4,0.3,0,0.1,0.1,0
60015,RightHand,Normal,0,0,0,0.4,0.4,0.4,0.3,0,0.1,0.1,0
60015,Tail,Normal,0,0,0,0.28,0.35,0.35,0.2,0,0.1,0.1,0
60017,WholeBody,Normal,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
60017,Head,Normal,0,0,1,0.7,0.7,0.7,0.25,0,0.1,0.1,0
60017,Body,Normal,0,0,0,0.65,0.65,0.6,0.15,0,0.1,0.1,0
60017,LeftFoot,Normal,0,0,0,0.65,0.65,0.6,0.15,0,0.1,0.1,0
60017,LeftHand,Normal,0,0,0,0.65,0.65,0.6,0.15,0,0.1,0.1,0
60017,RightFoot,Normal,0,0,0,0.65,0.65,0.6,0.15,0,0.1,0.1,0
60017,RightHand,Normal,0,0,0,0.65,0.65,0.6,0.15,0,0.1,0.1,0
60017,Tail,Normal,0,0,0,0.28,0.35,0.35,0.15,0,0.1,0.1,0
60020,WholeBody,Normal,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
60020,Head,Normal,0,0,0.6,0.65,0.65,0.45,0.2,0.2,0.2,0.2,0.1
60020,LeftLeg,Normal,0,0,0,0.6,0.6,0.45,0.2,0.2,0.2,0.2,0.1
60020,RightLeg,Normal,0,0,0,0.6,0.6,0.45,0.2,0.2,0.2,0.2,0.1
60020,Body,Normal,0,0,0,0.6,0.6,0.45,0.2,0.2,0.2,0.2,0.1
60020,Tail,Normal,0,0,0,0.6,0.6,0.45,0.2,0.2,0.2,0.2,0.1
60022,WholeBody,Normal,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
60022,Head,Normal,0,0,0.6,0.65,0.65,0.45,0.2,0.2,0.2,0.2,0.1
60022,LeftLeg,Normal,0,0,0,0.6,0.6,0.45,0.2,0.2,0.2,0.2,0.1
60022,RightLeg,Normal,0,0,0,0.6,0.6,0.45,0.2,0.2,0.2,0.2,0.1
60022,Body,Normal,0,0,0,0.6,0.6,0.45,0.2,0.2,0.2,0.2,0.1
60022,Tail,Normal,0,0,0,0.6,0.6,0.45,0.2,0.2,0.2,0.2,0.1
60023,WholeBody,Normal,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
60023,Body,Normal,0,0,0,0.6,0.6,0.45,0.2,0.2,0.2,0.2,0.1
60023,Head,Normal,0,0,0.6,0.65,0.65,0.45,0.2,0.2,0.2,0.2,0.1
60023,Tail,Normal,0,0,0,0.6,0.6,0.45,0.2,0.2,0.2,0.2,0.1
60023,LeftLeg,Normal,0,0,0,0.6,0.6,0.45,0.2,0.2,0.2,0.2,0.1
60023,RightLeg,Normal,0,0,0,0.6,0.6,0.45,0.2,0.2,0.2,0.2,0.1
60024,WholeBody,Normal,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
60024,Head,Normal,0,0,0.6,0.65,0.65,0.45,0.2,0.2,0.2,0.2,0.1
60024,LeftLeg,Normal,0,0,0,0.6,0.6,0.45,0.2,0.2,0.2,0.2,0.1
60024,RightLeg,Normal,0,0,0,0.6,0.6,0.45,0.2,0.2,0.2,0.2,0.1
60024,Body,Normal,0,0,0,0.6,0.6,0.45,0.2,0.2,0.2,0.2,0.1
60024,Tail,Normal,0,0,0,0.6,0.6,0.45,0.2,0.2,0.2,0.2,0.1
